country,year,access_to_electricity,agricultural_land,co2_emission,arable_land,electric_power_comsumption,forest_area,population_growth,urban_population,GDP
Pakistan,1995,,,,,355.187624566422,,,,
Pakistan,1994,,,,,343.661101036198,,,,
Pakistan,1993,,,,,333.932092019348,,,,
Pakistan,1992,,,,,333.40904733046,,,,
Pakistan,1991,,,,,297.187215352994,,,,
Pakistan,1990,,,,,277.432211926291,,,,
Singapore,2020,,,,,,,,,
Singapore,2019,,,,,,,,,
Singapore,2018,,,,,,,,,
Singapore,2017,,,,,,,,,
Singapore,2016,,,,,,,,,
Singapore,2015,,,,,,,,,
Singapore,2014,,,,,8844.68759301201,,,,
Singapore,2013,,,,,8680.60636076487,,,,
Singapore,2012,,,,,8673.98521620115,,,,
Singapore,2011,,,,,8651.75527539466,,,,
Singapore,2010,,,,,8679.99335005275,,,,
Singapore,2009,,,,,8114.36744885739,,,,
Singapore,2008,,,,,8401.04839529561,,,,
Singapore,2007,,,,,8706.57906694396,,,,
Singapore,2006,,,,,8720.02208405801,,,,
Singapore,2005,,,,,8678.16816784434,,,,
Singapore,2004,,,,,8314.32532116821,,,,
Singapore,2003,,,,,8113.5873060003,,,,
Singapore,2002,,,,,7756.31892144302,,,,
Singapore,2001,,,,,7516.16960028149,,,,
Singapore,2000,,,,,7575.43595438502,,,,
Singapore,1999,,,,,7187.67137786604,,,,
Singapore,1998,,,,,6965.7540856582,,,,
Singapore,1997,,,,,6829.22562945893,,,,
Singapore,1996,,,,,6312.68552299504,,,,
Singapore,1995,,,,,6069.21934591685,,,,
Singapore,1994,,,,,5842.56202311287,,,,
Singapore,1993,,,,,5499.97268725153,,,,
Singapore,1992,,,,,5236.63926495141,,,,
Singapore,1991,,,,,5104.8090273846,,,,
Singapore,1990,,,,,4983.0463530953,,,,
Ukraine,2020,,,,,,,,,
Ukraine,2019,,,,,,,,,
Ukraine,2018,,,,,,,,,
Ukraine,2017,,,,,,,,,
Ukraine,2016,,,,,,,,,
Ukraine,2015,,,,,,,,,
Ukraine,2014,,,,,3418.56931705593,,,,
Ukraine,2013,,,,,3600.22570409866,,,,
Ukraine,2012,,,,,3640.5534825677,,,,
Ukraine,2011,,,,,3662.44442807901,,,,
Ukraine,2010,,,,,3549.84455123583,,,,
Ukraine,2009,,,,,3227.9532614047,,,,
Ukraine,2008,,,,,3534.35799226814,,,,
Ukraine,2007,,,,,3528.92444971555,,,,
Ukraine,2006,,,,,3399.51969516147,,,,
Ukraine,2005,,,,,3246.03428358216,,,,
Ukraine,2004,,,,,3151.14596916026,,,,
Ukraine,2003,,,,,2997.9744608516,,,,
Ukraine,2002,,,,,2844.8127243272,,,,
Ukraine,2001,,,,,2791.76530545144,,,,
Ukraine,2000,,,,,2778.40025215296,,,,
Ukraine,1999,,,,,2792.10452148005,,,,
Ukraine,1998,,,,,2839.45397800357,,,,
Ukraine,1997,,,,,2958.55684203453,,,,
Ukraine,1996,,,,,3060.3355412885,,,,
Ukraine,1995,,,,,3348.89580842043,,,,
Ukraine,1994,,,,,3475.13741925295,,,,
Ukraine,1993,,,,,3953.28023426959,,,,
Ukraine,1992,,,,,4313.5239614653,,,,
Ukraine,1991,,,,,4643.26304554764,,,,
Ukraine,1990,,,,,4787.53704852827,,,,
United States,2020,,,,,,,,,
United States,2019,,,,,,,,,
United States,2018,,,,,,,,,
United States,2017,,,,,,,,,
United States,2016,,,,,,,,,
United States,2015,,,,,,,,,
United States,2014,,,,,12993.9655794706,,,,
United States,2013,,,,,13004.0235689845,,,,
United States,2012,,,,,12964.1879389302,,,,
United States,2011,,,,,13245.8819278677,,,,
United States,2010,,,,,13394.9027551068,,,,
United States,2009,,,,,12913.7146883015,,,,
United States,2008,,,,,13663.4279681827,,,,
United States,2007,,,,,13657.4528282523,,,,
United States,2006,,,,,13583.2669593387,,,,
United States,2005,,,,,13704.5770481407,,,,
United States,2004,,,,,13388.5897105591,,,,
United States,2003,,,,,13307.4920085002,,,,
United States,2002,,,,,13296.1822993023,,,,
United States,2001,,,,,13046.6141478464,,,,
United States,2000,,,,,13671.0520240061,,,,
United States,1999,,,,,13281.8699827982,,,,
United States,1998,,,,,13154.7630268185,,,,
United States,1997,,,,,12889.8322801175,,,,
United States,1996,,,,,12854.2989079193,,,,
United States,1995,,,,,12659.607628118,,,,
United States,1994,,,,,12455.1621656545,,,,
United States,1993,,,,,12261.5237824091,,,,
United States,1992,,,,,12014.9582478929,,,,
United States,1991,,,,,12134.1721315039,,,,
United States,1990,,,,,11713.3317042099,,,,
South Africa,2020,,,,,,,,,
South Africa,2019,,,,,,,,,
South Africa,2018,,,,,,,,,
South Africa,2017,,,,,,,,,
South Africa,2016,,,,,,,,,
South Africa,2015,,,,,,,,,
South Africa,2014,,,,,4198.04611982095,,,,
South Africa,2013,,,,,4285.64576702515,,,,
South Africa,2012,,,,,4366.03048883078,,,,
South Africa,2011,,,,,4566.32375363481,,,,
South Africa,2010,,,,,4542.59620644854,,,,
South Africa,2009,,,,,4428.15425706747,,,,
South Africa,2008,,,,,4665.17603882982,,,,
South Africa,2007,,,,,4851.69249381196,,,,
South Africa,2006,,,,,4721.93299558849,,,,
South Africa,2005,,,,,4636.93068141697,,,,
South Africa,2004,,,,,4589.9050592695,,,,
South Africa,2003,,,,,4559.77384716944,,,,
South Africa,2002,,,,,4528.81614714751,,,,
South Africa,2001,,,,,4302.11822922125,,,,
South Africa,2000,,,,,4579.95273186341,,,,
South Africa,1999,,,,,4470.96252649303,,,,
South Africa,1998,,,,,4606.90460170569,,,,
South Africa,1997,,,,,4818.49868017312,,,,
South Africa,1996,,,,,4705.94841642861,,,,
South Africa,1995,,,,,4157.56814506194,,,,
South Africa,1994,,,,,4068.47825221444,,,,
South Africa,1993,,,,,4023.28782683568,,,,
South Africa,1992,,,,,3997.04069632123,,,,
South Africa,1991,,,,,4128.26952350108,,,,
South Africa,1990,,,,,4238.74594988596,,,,
Afghanistan,2020,,,,,,1.85278199408184,,,
Afghanistan,2019,,,,,,1.85278199408184,,,
Afghanistan,2018,,,,,,1.85278199408184,,,
Afghanistan,2017,,,,,,1.85278199408184,,,
Afghanistan,2016,,,,,,1.85278199408184,,,
Afghanistan,2015,,,,,,1.85278199408184,,,
Afghanistan,2014,,,,,,1.85278199408184,,,
Afghanistan,2013,,,,,,1.85278199408184,,,
Afghanistan,2012,,,,,,1.85278199408184,,,
Afghanistan,2011,,,,,,1.85278199408184,,,
Afghanistan,2010,,,,,,1.85278199408184,,,
Afghanistan,2009,,,,,,1.85278199408184,,,
Afghanistan,2008,,,,,,1.85278199408184,,,
Afghanistan,2007,,,,,,1.85278199408184,,,
Afghanistan,2006,,,,,,1.85278199408184,,,
Afghanistan,2005,,,,,,1.85278199408184,,,
Afghanistan,2004,,,,,,1.85278199408184,,,
Afghanistan,2003,,,,,,1.85278199408184,,,
Afghanistan,2002,,,,,,1.85278199408184,,,
Afghanistan,2001,,,,,,1.85278199408184,,,
Afghanistan,2000,,,,,,1.85278199408184,,,
Afghanistan,1999,,,,,,1.85278199408184,,,
Afghanistan,1998,,,,,,1.85278199408184,,,
Afghanistan,1997,,,,,,1.85278199408184,,,
Afghanistan,1996,,,,,,1.85278199408184,,,
Afghanistan,1995,,,,,,1.85278199408184,,,
Afghanistan,1994,,,,,,1.85278199408184,,,
Afghanistan,1993,,,,,,1.85278199408184,,,
Afghanistan,1992,,,,,,1.85278199408184,,,
Afghanistan,1991,,,,,,1.85278199408184,,,
Afghanistan,1990,,,,,,1.85278199408184,,,
Bangladesh,2020,,,,,,14.4687716063609,,,
Bangladesh,2019,,,,,,14.4687716063609,,,
Bangladesh,2018,,,,,,14.4687716063609,,,
Bangladesh,2017,,,,,,14.4687716063609,,,
Bangladesh,2016,,,,,,14.4687716063609,,,
Bangladesh,2015,,,,,,14.4687716063609,,,
Bangladesh,2014,,,,,,14.4763647537835,,,
Bangladesh,2013,,,,,,14.4839579012061,,,
Bangladesh,2012,,,,,,14.4915510486287,,,
Bangladesh,2011,,,,,,14.4991441960513,,,
Bangladesh,2010,,,,,,14.5067373434739,,,
Bangladesh,2009,,,,,,14.5313098256127,,,
Bangladesh,2008,,,,,,14.5558830759776,,,
Bangladesh,2007,,,,,,14.5804555581163,,,
Bangladesh,2006,,,,,,14.6050280402551,,,
Bangladesh,2005,,,,,,14.6296005223938,,,
Bangladesh,2004,,,,,,14.6541730045325,,,
Bangladesh,2003,,,,,,14.6787454866713,,,
Bangladesh,2002,,,,,,14.70331796881,,,
Bangladesh,2001,,,,,,14.7278904509488,,,
Bangladesh,2000,,,,,,14.7524629330875,,,
Bangladesh,1999,,,,,,14.7524644695398,,,
Bangladesh,1998,,,,,,14.7524660059922,,,
Bangladesh,1997,,,,,,14.7524675424445,,,
Bangladesh,1996,,,,,,14.7524690788968,,,
Bangladesh,1995,,,,,,14.752469847123,,,
Bangladesh,1994,,,,,,14.7524713835753,,,
Bangladesh,1993,,,,,,14.7524729200277,,,
Bangladesh,1992,,,,,,14.75247445648,,,
Bangladesh,1991,,,,,,14.7524759929323,,,
Bangladesh,1990,,,,,,14.7524775293847,,,
China,2020,,,,,,23.3405957019611,,,
China,2019,,,,,,23.1411655427356,,,
China,2018,,,,,,22.9417353835101,,,
China,2017,,,,,,22.7423102916965,,,
China,2016,,,,,,22.5428773041647,,,
China,2015,,,,,,22.3130941846073,,,
China,2014,,,,,,22.1075946459969,,,
China,2013,,,,,,21.9020948706353,,,
China,2012,,,,,,21.6965960161134,,,
China,2011,,,,,,21.49109623203,,,
China,2010,,,,,,21.2855968996448,,,
China,2009,,,,,,21.0350872157688,,,
China,2008,,,,,,20.7845781828599,,,
China,2007,,,,,,20.5340680339958,,,
China,2006,,,,,,20.2835578851316,,,
China,2005,,,,,,20.0330481613855,,,
China,2004,,,,,,19.7825365378985,,,
China,2003,,,,,,19.5320280602681,,,
China,2002,,,,,,19.2815168805051,,,
China,2001,,,,,,19.031006736957,,,
China,2000,,,,,,18.7804969919467,,,
China,1999,,,,,,18.5697548253474,,,
China,1998,,,,,,18.359032585618,,,
China,1997,,,,,,18.1483103458886,,,
China,1996,,,,,,17.9375881061592,,,
China,1995,,,,,,17.7268470575253,,,
China,1994,,,,,,17.5162179683745,,,
China,1993,,,,,,17.3054948343019,,,
China,1992,,,,,,17.0947717002293,,,
China,1991,,,,,,16.8840485661567,,,
China,1990,,,,,,16.6733254320841,,,
United Kingdom,2020,,,,,,13.1856322076634,,,
United Kingdom,2019,,,,,,13.1525647914686,,,
United Kingdom,2018,,,,,,13.1153639482495,,,
United Kingdom,2017,,,,,,13.0781631050304,,,
United Kingdom,2016,,,,,,13.0574959699087,,,
United Kingdom,2015,,,,,,13.0409622618113,,,
United Kingdom,2014,,,,,,12.9616004629438,,,
United Kingdom,2013,,,,,,12.8822386640764,,,
United Kingdom,2012,,,,,,12.8028768652089,,,
United Kingdom,2011,,,,,,12.7235150663415,,,
United Kingdom,2010,,,,,,12.6441532674741,,,
United Kingdom,2009,,,,,,12.6007522837184,,,
United Kingdom,2008,,,,,,12.5573512999628,,,
United Kingdom,2007,,,,,,12.5139503162072,,,
United Kingdom,2006,,,,,,12.4705493324515,,,
United Kingdom,2005,,,,,,12.4271483486959,,,
United Kingdom,2004,,,,,,12.3837473649403,,,
United Kingdom,2003,,,,,,12.3403463811846,,,
United Kingdom,2002,,,,,,12.296945397429,,,
United Kingdom,2001,,,,,,12.2535444136734,,,
United Kingdom,2000,,,,,,12.2101434299177,,,
United Kingdom,1999,,,,,,12.1373951142893,,,
United Kingdom,1998,,,,,,12.0646467986608,,,
United Kingdom,1997,,,,,,11.9918984830323,,,
United Kingdom,1996,,,,,,11.9191501674038,,,
United Kingdom,1995,,,,,,11.8464018517753,,,
United Kingdom,1994,,,,,,11.7736535361468,,,
United Kingdom,1993,,,,,,11.7009052205183,,,
United Kingdom,1992,,,,,,11.6281569048898,,,
United Kingdom,1991,,,,,,11.5554085892614,,,
United Kingdom,1990,,,,,,11.4826602736329,,,
India,2020,,,,,,24.270228273336,,,
India,2019,,,,,,24.1806275414622,,,
India,2018,,,,,,24.0910268095884,,,
India,2017,,,,,,24.0014260777145,,,
India,2016,,,,,,23.9118253458407,,,
India,2015,,,,,,23.8222246139668,,,
India,2014,,,,,,23.732623882093,,,
India,2013,,,,,,23.6430231502191,,,
India,2012,,,,,,23.5534224183453,,,
India,2011,,,,,,23.4638216864714,,,
India,2010,,,,,,23.3742209545976,,,
India,2009,,,,,,23.3101483591698,,,
India,2008,,,,,,23.246075763742,,,
India,2007,,,,,,23.1820031683142,,,
India,2006,,,,,,23.1179305728864,,,
India,2005,,,,,,23.0538579774586,,,
India,2004,,,,,,22.9897853820307,,,
India,2003,,,,,,22.9257127866029,,,
India,2002,,,,,,22.8616401911751,,,
India,2001,,,,,,22.7975675957473,,,
India,2000,,,,,,22.7334950003195,,,
India,1999,,,,,,22.6106303330766,,,
India,1998,,,,,,22.4877656658337,,,
India,1997,,,,,,22.3649009985907,,,
India,1996,,,,,,22.2420363313478,,,
India,1995,,,,,,22.1191716641049,,,
India,1994,,,,,,21.996306996862,,,
India,1993,,,,,,21.873442329619,,,
India,1992,,,,,,21.7505776623761,,,
India,1991,,,,,,21.6277129951332,,,
India,1990,,,,,,21.5048483278902,,,
"Iran, Islamic Rep.",2020,,,,,,6.62673035439137,,,
"Iran, Islamic Rep.",2019,,,,,,6.6215531587057,,,
"Iran, Islamic Rep.",2018,,,,,,6.61142064714946,,,
"Iran, Islamic Rep.",2017,,,,,,6.60128813559322,,,
"Iran, Islamic Rep.",2016,,,,,,6.57069181463199,,,
"Iran, Islamic Rep.",2015,,,,,,6.56449077826076,,,
"Iran, Islamic Rep.",2014,,,,,,6.56449077826076,,,
"Iran, Islamic Rep.",2013,,,,,,6.56449077826076,,,
"Iran, Islamic Rep.",2012,,,,,,6.56449077826076,,,
"Iran, Islamic Rep.",2011,,,,,,6.56449077826076,,,
"Iran, Islamic Rep.",2010,,,,,,6.56449077826076,,,
"Iran, Islamic Rep.",2009,,,,,,6.480603649402,,,
"Iran, Islamic Rep.",2008,,,,,,6.39671652054324,,,
"Iran, Islamic Rep.",2007,,,,,,6.31282939168447,,,
"Iran, Islamic Rep.",2006,,,,,,6.22894226282571,,,
"Iran, Islamic Rep.",2005,,,,,,6.14505513396694,,,
"Iran, Islamic Rep.",2004,,,,,,6.06116800510818,,,
"Iran, Islamic Rep.",2003,,,,,,5.97728087624942,,,
"Iran, Islamic Rep.",2002,,,,,,5.89339374739065,,,
"Iran, Islamic Rep.",2001,,,,,,5.80950661853189,,,
"Iran, Islamic Rep.",2000,,,,,,5.72561948967313,,,
"Iran, Islamic Rep.",1999,,,,,,5.71029494830423,,,
"Iran, Islamic Rep.",1998,,,,,,5.69497040693534,,,
"Iran, Islamic Rep.",1997,,,,,,5.67964586556644,,,
"Iran, Islamic Rep.",1996,,,,,,5.66432132419755,,,
"Iran, Islamic Rep.",1995,,,,,,5.64899678282866,,,
"Iran, Islamic Rep.",1994,,,,,,5.63367224145976,,,
"Iran, Islamic Rep.",1993,,,,,,5.61834770009087,,,
"Iran, Islamic Rep.",1992,,,,,,5.60302315872197,,,
"Iran, Islamic Rep.",1991,,,,,,5.58769861735308,,,
"Iran, Islamic Rep.",1990,,,,,,5.57237407598418,,,
Kuwait,2020,,,,,,0.350729517396184,,,
Kuwait,2019,,,,,,0.350729517396184,,,
Kuwait,2018,,,,,,0.350729517396184,,,
Kuwait,2017,,,,,,0.350729517396184,,,
Kuwait,2016,,,,,,0.350729517396184,,,
Kuwait,2015,,,,,,0.350729517396184,,,
Kuwait,2014,,,,,,0.350729517396184,,,
Kuwait,2013,,,,,,0.350729517396184,,,
Kuwait,2012,,,,,,0.350729517396184,,,
Kuwait,2011,,,,,,0.350729517396184,,,
Kuwait,2010,,,,,,0.350729517396184,,,
Kuwait,2009,,,,,,0.34287317620651,,,
Kuwait,2008,,,,,,0.335016835016835,,,
Kuwait,2007,,,,,,0.327160493827161,,,
Kuwait,2006,,,,,,0.319304152637486,,,
Kuwait,2005,,,,,,0.311447811447811,,,
Kuwait,2004,,,,,,0.303591470258137,,,
Kuwait,2003,,,,,,0.295735129068462,,,
Kuwait,2002,,,,,,0.287878787878788,,,
Kuwait,2001,,,,,,0.280022446689113,,,
Kuwait,2000,,,,,,0.272166105499439,,,
Kuwait,1999,,,,,,0.264309764309764,,,
Kuwait,1998,,,,,,0.25645342312009,,,
Kuwait,1997,,,,,,0.248597081930415,,,
Kuwait,1996,,,,,,0.240740740740741,,,
Kuwait,1995,,,,,,0.232884399551066,,,
Kuwait,1994,,,,,,0.225028058361392,,,
Kuwait,1993,,,,,,0.217171717171717,,,
Kuwait,1992,,,,,,0.209315375982043,,,
Kuwait,1991,,,,,,0.201459034792368,,,
Kuwait,1990,,,,,,0.193602693602694,,,
Pakistan,2020,,,,,,4.83330738895807,,,
Pakistan,2019,,,,,,4.88693441261934,,,
Pakistan,2018,,,,,,4.94056143628061,,,
Pakistan,2017,,,,,,4.99418845994188,,,
Pakistan,2016,,,,,,5.01795350767954,,,
Pakistan,2015,,,,,,5.10144250726443,,,
Pakistan,2014,,,,,,5.14324667911997,,,
Pakistan,2013,,,,,,5.18505085097551,,,
Pakistan,2012,,,,,,5.22685502283105,,,
Pakistan,2011,,,,,,5.26865919468659,,,
Pakistan,2010,,,,,,5.31046336654213,,,
Pakistan,2009,,,,,,5.36462614155251,,,
Pakistan,2008,,,,,,5.41878891656289,,,
Pakistan,2007,,,,,,5.47295169157327,,,
Pakistan,2006,,,,,,5.52711446658364,,,
Pakistan,2005,,,,,,5.58127724159402,,,
Pakistan,2004,,,,,,5.6354400166044,,,
Pakistan,2003,,,,,,5.68960279161478,,,
Pakistan,2002,,,,,,5.74376556662516,,,
Pakistan,2001,,,,,,5.79792834163553,,,
Pakistan,2000,,,,,,5.85209111664591,,,
Pakistan,1999,,,,,,5.91377776048153,,,
Pakistan,1998,,,,,,5.97546440431714,,,
Pakistan,1997,,,,,,6.03715104815276,,,
Pakistan,1996,,,,,,6.09883769198838,,,
Pakistan,1995,,,,,,6.16052433582399,,,
Pakistan,1994,,,,,,6.22221097965961,,,
Pakistan,1993,,,,,,6.28389762349523,,,
Pakistan,1992,,,,,,6.34558426733084,,,
Pakistan,1991,,,,,,6.40727091116646,,,
Pakistan,1990,,,,,,0.187759443752594,,,
Singapore,2020,,,,,,21.6852367688022,,,
Singapore,2019,,,,,,21.9972067039106,,,
Singapore,2018,,,,,,22.3109243697479,,,
Singapore,2017,,,,,,22.626404494382,,,
Singapore,2016,,,,,,22.9696755994358,,,
Singapore,2015,,,,,,23.2318758815233,,,
Singapore,2014,,,,,,23.5898448519041,,,
Singapore,2013,,,,,,24.015558698727,,,
Singapore,2012,,,,,,24.4090651558074,,,
Singapore,2011,,,,,,24.8389204545455,,,
Singapore,2010,,,,,,25.2712250712251,,,
Singapore,2009,,,,,,25.2395714285714,,,
Singapore,2008,,,,,,25.1357142857143,,,
Singapore,2007,,,,,,25.2119424460432,,,
Singapore,2006,,,,,,25.1435158501441,,,
Singapore,2005,,,,,,25.2204644412192,,,
Singapore,2004,,,,,,25.1149492017417,,,
Singapore,2003,,,,,,25.0822416302766,,,
Singapore,2002,,,,,,25.4204444444444,,,
Singapore,2001,,,,,,25.5016417910448,,,
Singapore,2000,,,,,,25.3932835820895,,,
Singapore,1999,,,,,,25.0668656716418,,,
Singapore,1998,,,,,,24.7405970149254,,,
Singapore,1997,,,,,,24.4141791044776,,,
Singapore,1996,,,,,,24.0879104477612,,,
Singapore,1995,,,,,,23.7614925373134,,,
Singapore,1994,,,,,,23.4350746268657,,,
Singapore,1993,,,,,,23.1088059701493,,,
Singapore,1992,,,,,,22.7823880597015,,,
Singapore,1991,,,,,,22.4561194029851,,,
Singapore,1990,,,,,,22.1297014925373,,,
Ukraine,2020,,,,,,16.7241974456334,,,
Ukraine,2019,,,,,,16.7138419054194,,,
Ukraine,2018,,,,,,16.7034863652054,,,
Ukraine,2017,,,,,,16.6942862074918,,,
Ukraine,2016,,,,,,16.6824906350878,,,
Ukraine,2015,,,,,,16.6704068773844,,,
Ukraine,2014,,,,,,16.6327746033938,,,
Ukraine,2013,,,,,,16.594282952427,,,
Ukraine,2012,,,,,,16.5566526272181,,,
Ukraine,2011,,,,,,16.5190223020093,,,
Ukraine,2010,,,,,,16.4813919768004,,,
Ukraine,2009,,,,,,16.4748325623144,,,
Ukraine,2008,,,,,,16.4682731478285,,,
Ukraine,2007,,,,,,16.4614295824487,,,
Ukraine,2006,,,,,,16.4540182270091,,,
Ukraine,2005,,,,,,16.4468915047119,,,
Ukraine,2004,,,,,,16.4414678772396,,,
Ukraine,2003,,,,,,16.4349086891981,,,
Ukraine,2002,,,,,,16.4283495011565,,,
Ukraine,2001,,,,,,16.4215068611375,,,
Ukraine,2000,,,,,,16.4149477863122,,,
Ukraine,1999,,,,,,16.3742124795029,,,
Ukraine,1998,,,,,,16.3334771726935,,,
Ukraine,1997,,,,,,16.2927418658842,,,
Ukraine,1996,,,,,,16.2520065590748,,,
Ukraine,1995,,,,,,16.2112712522655,,,
Ukraine,1994,,,,,,16.1705359454561,,,
Ukraine,1993,,,,,,16.1298006386468,,,
Ukraine,1992,,,,,,16.0890653318374,,,
Ukraine,1991,,,,,,,,,
Ukraine,1990,,,,,,,,,
United States,2020,,,,,,33.8669264120375,,,
United States,2019,,,,,,33.8669264120375,,,
United States,2018,,,,,,33.8669264120375,,,
United States,2017,,,,,,33.8669264120375,,,
United States,2016,,,,,,33.8997225447175,,,
United States,2015,,,,,,33.8997225447175,,,
United States,2014,,,,,,33.8696594230942,,,
United States,2013,,,,,,33.8395963014708,,,
United States,2012,,,,,,33.8095331798474,,,
United States,2011,,,,,,33.7794700582241,,,
United States,2010,,,,,,33.7494069366007,,,
United States,2009,,,,,,33.6927352193296,,,
United States,2008,,,,,,33.6360635020585,,,
United States,2007,,,,,,33.5262477733925,,,
United States,2006,,,,,,33.4696657469177,,,
United States,2005,,,,,,33.4130837204429,,,
United States,2004,,,,,,33.3565016939681,,,
United States,2003,,,,,,33.2999196674933,,,
United States,2002,,,,,,33.2433376410185,,,
United States,2001,,,,,,33.1867556145437,,,
United States,2000,,,,,,33.1301735880689,,,
United States,1999,,,,,,33.1290233825675,,,
United States,1998,,,,,,33.1171661411339,,,
United States,1997,,,,,,33.1053088997004,,,
United States,1996,,,,,,33.0934516582669,,,
United States,1995,,,,,,33.0815944168334,,,
United States,1994,,,,,,33.0697371753998,,,
United States,1993,,,,,,33.0578799339663,,,
United States,1992,,,,,,33.0460226925328,,,
United States,1991,,,,,,33.0341654510992,,,
United States,1990,,,,,,33.0223082096657,,,
South Africa,2020,,,,,,14.055090718743,,,
South Africa,2019,,,,,,14.0850967364334,,,
South Africa,2018,,,,,,14.1151027541238,,,
South Africa,2017,,,,,,14.1451087718141,,,
South Africa,2016,,,,,,14.1751147895045,,,
South Africa,2015,,,,,,14.2051208071948,,,
South Africa,2014,,,,,,14.2351268248852,,,
South Africa,2013,,,,,,14.2651328425756,,,
South Africa,2012,,,,,,14.2951388602659,,,
South Africa,2011,,,,,,14.3251448779563,,,
South Africa,2010,,,,,,14.3551508956467,,,
South Africa,2009,,,,,,14.385156913337,,,
South Africa,2008,,,,,,14.4151629310274,,,
South Africa,2007,,,,,,14.4451689487177,,,
South Africa,2006,,,,,,14.4751749664081,,,
South Africa,2005,,,,,,14.5051809840985,,,
South Africa,2004,,,,,,14.5351870017888,,,
South Africa,2003,,,,,,14.5651930194792,,,
South Africa,2002,,,,,,14.5951990371695,,,
South Africa,2001,,,,,,14.6252050548599,,,
South Africa,2000,,,,,,14.6552110725503,,,
South Africa,1999,,,,,,14.6852170902406,,,
South Africa,1998,,,,,,14.715223107931,,,
South Africa,1997,,,,,,14.7452291256213,,,
South Africa,1996,,,,,,14.7752351433117,,,
South Africa,1995,,,,,,14.8052411610021,,,
South Africa,1994,,,,,,14.8352471786924,,,
South Africa,1993,,,,,,14.8652531963828,,,
South Africa,1992,,,,,,14.8952592140731,,,
South Africa,1991,,,,,,14.9252652317635,,,
South Africa,1990,,,,,,14.9552712494539,,,
Afghanistan,2020,,,,,,,2.30381209309418,,
Afghanistan,2019,,,,,,,2.31307334941778,,
Afghanistan,2018,,,,,,,2.38430907940751,,
Afghanistan,2017,,,,,,,2.54783303994568,,
Afghanistan,2016,,,,,,,2.77803478841236,,
Afghanistan,2015,,,,,,,3.07705362914441,,
Afghanistan,2014,,,,,,,3.35560233082199,,
Afghanistan,2013,,,,,,,3.49459192739625,,
Afghanistan,2012,,,,,,,3.40760003260595,,
Afghanistan,2011,,,,,,,3.14310555651301,,
Afghanistan,2010,,,,,,,2.74661463795293,,
Afghanistan,2009,,,,,,,2.39697830237036,,
Afghanistan,2008,,,,,,,2.26827304079294,,
Afghanistan,2007,,,,,,,2.49383039084495,,
Afghanistan,2006,,,,,,,2.9905238360968,,
Afghanistan,2005,,,,,,,3.68269988149014,,
Afghanistan,2004,,,,,,,4.32155951673842,,
Afghanistan,2003,,,,,,,4.66834379545461,,
Afghanistan,2002,,,,,,,4.4967187466326,,
Afghanistan,2001,,,,,,,3.90280496415438,,
Afghanistan,2000,,,,,,,2.97505722281038,,
Afghanistan,1999,,,,,,,2.17042851112236,,
Afghanistan,1998,,,,,,,1.9473438616857,,
Afghanistan,1997,,,,,,,2.63650176396731,,
Afghanistan,1996,,,,,,,4.0194777158615,,
Afghanistan,1995,,,,,,,5.88427856371589,,
Afghanistan,1994,,,,,,,7.65979553393712,,
Afghanistan,1993,,,,,,,8.790896706627,,
Afghanistan,1992,,,,,,,8.54610700459867,,
Afghanistan,1991,,,,,,,6.90012448590171,,
Afghanistan,1990,,,,,,,4.47695437953718,,
Bangladesh,2020,,,,,,,1.00277418143487,,
Bangladesh,2019,,,,,,,1.02919664944804,,
Bangladesh,2018,,,,,,,1.05357030023873,,
Bangladesh,2017,,,,,,,1.07553524898766,,
Bangladesh,2016,,,,,,,1.09528840382819,,
Bangladesh,2015,,,,,,,1.11909103277687,,
Bangladesh,2014,,,,,,,1.1429302161114,,
Bangladesh,2013,,,,,,,1.15595091365323,,
Bangladesh,2012,,,,,,,1.15400610453827,,
Bangladesh,2011,,,,,,,1.14382867124819,,
Bangladesh,2010,,,,,,,1.1248068966134,,
Bangladesh,2009,,,,,,,1.11680643452794,,
Bangladesh,2008,,,,,,,1.14564743804678,,
Bangladesh,2007,,,,,,,1.22663050489361,,
Bangladesh,2006,,,,,,,1.34712103146787,,
Bangladesh,2005,,,,,,,1.48474696408995,,
Bangladesh,2004,,,,,,,1.61519953685618,,
Bangladesh,2003,,,,,,,1.73126920257465,,
Bangladesh,2002,,,,,,,1.82005804676631,,
Bangladesh,2001,,,,,,,1.8862862588559,,
Bangladesh,2000,,,,,,,1.95239046202205,,
Bangladesh,1999,,,,,,,2.02275181450577,,
Bangladesh,1998,,,,,,,2.07733693096781,,
Bangladesh,1997,,,,,,,2.11154453131797,,
Bangladesh,1996,,,,,,,2.13047787567636,,
Bangladesh,1995,,,,,,,2.13449763314428,,
Bangladesh,1994,,,,,,,2.14007981243972,,
Bangladesh,1993,,,,,,,2.16825775830045,,
Bangladesh,1992,,,,,,,2.23302786400993,,
Bangladesh,1991,,,,,,,2.32530036281531,,
Bangladesh,1990,,,,,,,2.42960098122108,,
China,2020,,,,,,,0.238040870229883,,
China,2019,,,,,,,0.354740890170827,,
China,2018,,,,,,,0.467672053461959,,
China,2017,,,,,,,0.605245013482969,,
China,2016,,,,,,,0.573050906069647,,
China,2015,,,,,,,0.581456146657648,,
China,2014,,,,,,,0.630326389541893,,
China,2013,,,,,,,0.666072977690069,,
China,2012,,,,,,,0.678345458846803,,
